tweet,sentiment
This goes against the Bible,1
The main character Joe Gardener is based on my band teacher o,1
I want to see thos movie because I am a musician and I love music especially Jazz I am 14 years old,2
Hmmm song sounds familiarWAITOMGAHHHHHKGHSJDGVGJKADCNLJADYESAJR,1
This movie will be awesome Like most Pixars movies  I cant wait ,2
How am I just now finding out about this,1
AJR,1
Did they make a black version of the first few episodes of Yu Yu Hakusho,1
Did you know that the music was made by the AJR Brothers Only me Ok ,1
Im so happy Disney used an AJR songStill upset they didnt credit though,1
AJR,1
Did anyone else notice the Just keep swimming sticker at 027  D,1
It looked super cool and original until a minute in when it basically said this is gonna be another Inside Out,2
Whos here for the AJR song,1
Cant believe they used ajrs music this is awesome,2
Honestly i would have never heard about this if it wasnt for ajr,1
The music in the beginning is from AJRs Overture  amazing band  check them out ,1
Garbage bin movie,0
Eagerly waiting,2
That Guy Looks Like Jamie Foxx,1
Im seeing a lot of people complaining about the character turning into an inside out type of character I myself am one of those people I am a little disappointed that it couldnt be just about a struggling artist HOWEVER I do have faith in this film and from what I can see it seems like this will be in a way targeted more towards an older demographic of course there will be jokes that will appeal to a younger audience and really explore the ideas of our place in the universe and what we are willing to do to achieve our dreams I have a lot of faith in Pixar that this will be a more serious film and going into places that they usually dont explore And I guess the characters turn similar to Inside Out characters so that Pixar could explore the deeper meanings about our dreams of what we want to be without losing the interest of a younger demographicEdit I also just realized that not only the film is about the main characters soul so the films name is Soul but hes also a jazz musician which then makes the movies name relate to soul jazz,0
Looking forward to be emotionally gutwrenched by Pixar,2
I love AJR so much ,2
The blob 2020 version,1
AJR,1
WTH  Pixar  Disney I swear a black person cant stay a person in a damn movie dont want another princess and the frog type thing,0
I heard the first few lines and instantly recognized AJR I guess they got famous so much for Im not famous,1
Jamie foxx Spend your time on the thing that you are passionate aboutAlso Jamie Acts sings dances does voice over etc,1
Overture from AJR,1
I started crying when I heard AJRs Overture in the background,1
Havent scrolled through all the comments at the time of this post21k but who is only watching this because if there use of overture from ajr,1
about time AJR has music in a movie,1
2 best pixar movies in my opinion UP and Inside out Both made by Pete docter I have unreal expectations from that movie,1
Trailer what do you want to be remembered for Disney making a colored person a main character and then making him die,1
PIXAR what have you become another company who makes animeted film snot the art you used to do back in the days Toy story Bug life monsters inc finding nemo the incredibls ratetuleup,0
Was really interested until he died,2
Yeah so Im the dude at the desk job lol,1
Made by underpaid disney animators,1
I ONLY CAME HERE FOR AJR,1
Im getting emotional because of AJR Man I want this to be a success,2
thats new,1
Iam actually part of ign,1
I want to see it because it seems cool BUT ALSO BECAUSE THE SONG IS FROM AJRA big AJR fan,2
Can we give props to the person on the scooter for squeezing into that tiny space between the manhole and the MC  Thats some daredevil type riding right there,1
Do people not believe the Rapture is soon We are nearing the end of the 2000 yr age of grace We in the end times now,1
AJR victoryhand,1
Terrible Just stop making movies please,0
how did the guy on the moped not crash into that hole,1
Name song,1
Its berleezy,1
What Im guessing happened was this was gonna be a more serious movie with a focus on the protags struggles but someone thought they needed a kid aspect and added the cowboy dance thing,1
34 so ul33 soul 67 the soul 26 74 i on z i on,1
The music is beautiful Love how Overtureis incorporated into the films score,2
What song is this,1
Thats really not jazz,1
Were is my AJR Lovers attwoheartsraisinghandsmediumlightskintone,1
i wanna be remembered as not being this small,1
Pixar needs to go to church Im just waiting for them to do a horror  film lol,1
Im proud of AJR to people who dont know them they did the music here its  their song overture check it and the rest of their music out,1
The background music is AJR overture Yes maam,1
Excited for this,2
Manholeam about to this man whole life,1
Well not gonna lie they had us at the first halfmanwalkingmediumskintone,1
Ah crap its just another isekai isnt it,1
Ahh finally they used an AJR song,1
literally dies in the trailer,1
A soulful movie,1
Wow im getting some ray charles vibes here from jamie foxxs character,1
I have a feeling one of these two movies will fail Am I the only one,0
What if your soul is an alien turtle facewithtearsofjoy,1
Its my bois ajr,1
This looked like everything I could ask for up until he died like the animation quality of the diverse city and the lighting and character design could already bring me to tears but I already know the rest of the movies just gonna throw that away with its directional use of oooh magic colors and funny looking blobs,1
First song from AJR,1
wow bad,0
Where ever the cosmic realms are will it be the protagonist as NYC s music teacher find the way where he had fallen to ,1
That thing looks like my paralysis demon,1
Just like Inside out but worse,0
AJR whitemediumstarsparkles,1
Disney finally made a movie about a black man and they already killed it at the start of the movie,1
Greeeeaaat now when I listen to AJR The Click Im gonna end up supporting a corporation,1
123i just wanna say i remember this cowboy dance all the time now,1
did we just witness someone die in a Pixar movie,1
this looks dope,2
Can we talk about how the song during this is Overture by AJR Thats really impressive,1
Outside in,1
Inside out about emotionsUp  about goalsCoco  about ancestorsSoul  about life,1
What are you doing Your getting fired,1
I dont know why people have been hating on this movie so much,1
It looks like Inside Out,1
Wow look a Pixar movie about making the most of your life how wonderful Manhole Im about to do what is called a pro gamer move,1
Im so proud of AJR,2
Im so happy that music from ajr is being used Im living for it,2
Pixar just has a taste for making sad movies,1
something popular comes out IGN Its free real estate,1
Wow after seeing cars have feelings and feelings with feelings we finally se black person not only having feelings but also a soul So cool,1
What is this movie even about,1
Everyone talking about the trailer Me OH MY GOSH THATS OVERTURE BY AJR,1
Welp this is going to be a tear jerker,1
what if black people had souls,1
Why would they reveal he was alive,1
YASSSSS I WANNA WATCH THIS,2
I literally just saw Silvercup and I live like 10 minutes away from it,1
I feel like 22 is connie,1
Me when I it was my turn to go to earth 110,1
When is About to go SchoolMe 109,1
I can imagine that place is going to be overflowing in april when the death star comes in,1
Omg Im so exited to see this movie D,2
Make a Sally Face movie lmao,1
Hahahahahahahaha Its so funny when they slap him and he eats but it comes out hes but rollingonthefloorlaughingfacewithtearsofjoyrollingonthefloorlaughinggrinningfacewithsweatfacewithtearsofjoyrollingonthefloorlaughinghuggingfacefacewithmedicalmask,1
Why did the music remind me of Little nightmares,1
I tought the begining was from the its wednesday my dudes vine,1
Fun Fact  You never searched this up,1
Inside Out 2  Electric Boogaloo,1
uhh IM JOE MAMA,1
I  like  These   cartoon,2
My Soul has bad taste of quirks and characteristics,1
Oh come on I wanted some reincarnation,1
22 totally wanna do this cowboy dance,1
123 that brocoli pizza reference tho,1
I cant wait for this movie to come,2
You know what their going to sayJoe Gmejoemama,1
Disney What of cars had feelingsCarsDisneyWhat if toys had feelingsToy StoryDisneyWhat if feelings had feelingsInside outDisney What if black people had feelings SOUL,1
Joe mama,1
really exited for movie,1
Hmm is living worth all of dying,1
Inside out vers blue,1
Why the hell do they make these crap Disney prequels,0
I look forward to itthumbsupthumbsupsmilingfacewithsmilingeyes,2
narrator YOU ARE FILLED WITH DETERMImr pufferfish WAIT A MOMENT DETERMINATION IS TOO OLD DUMB DUMBnarrator somr pufferfish cuz noone likes Undertale anymore make Unrelatednarrator You are filled with CREATIVITY,1
This just seems like a jazz player on LSD,1
Shocking you still alive and please dont hate me for this 148,1
Disappointing trailerstillwaitingforabugslife2,0
Joe Mama,1
im so confused about this movie I cant tell whats going on,0
It rainy babys from out of the sky,1
Like Rated GComment Rated PG,1
When i look this trailer dam Big smoke is riel,1
I kinda think this is depressing,0
One afraid to die the other afraid to live Sold,0
Theory time The man comes back at 141 and the person watching is the little soul,1
Pixar has their first movie with a black main character Corona Virus No,1
A movie with a black main character but hes dead,1
I think hes going to come back with multiple personality disorder,1
047 thats what you do when people say dont go to the light,1
Sounds dumb,0
i have a question if there is no taste in the soul world then why is there even food,1
Trabbitfacecarrothat guy who said meet 22 is my characterleafygreenrabbit,1
DOPPIO,1
This should be Seoul,1
The great beyondsausage party flashbacks,1
This is what frisk went through before they met all the monsters,1
Im j o e,1
The female voice soul girl is gonna be his sister,1
Okay I wasnt interested in this movie when I first saw a trailer from it but now that I know what is actually about I going to watch it,2
210 Normal movies Guy 1  he escapedGuy 2  ENABLE THE TURRETSIn this movieLine the counts OFFLine2    h u h   ,1
Oh boy bring in the tissues,1
Pixar Pixar no Yall trynna kill me for sure,1
Warning  trailer basically  spoils entire movie,0
This actually looks good,2
I willing to bet that this will be one of the frontrunners for Best Animated Feature,1
Zarya Denvni Lalit Thanki country princess singer,1
I miss such a nice family movies I wish they make them everyday,1
This looks complicated,0
I love the Salvador Dali feel to it Considering Walt Disney and dalis relationship I knew his styleinspiration would be lead in a new film,1
I might want to see this But with the Pandemic it might have to go Straight to Disney ,1
Coronavirus,1
So Pixar youre doing what if souls had feelings,1
